"","red","green","blue","alpha"
"grey71",0.709803921568627,0.709803921568627,0.709803921568627,1
"grey72",0.72156862745098,0.72156862745098,0.72156862745098,1
"grey73",0.729411764705882,0.729411764705882,0.729411764705882,1
"grey74",0.741176470588235,0.741176470588235,0.741176470588235,1
"grey75",0.749019607843137,0.749019607843137,0.749019607843137,1
"grey76",0.76078431372549,0.76078431372549,0.76078431372549,1
"grey77",0.768627450980392,0.768627450980392,0.768627450980392,1
"grey78",0.780392156862745,0.780392156862745,0.780392156862745,1
"grey79",0.788235294117647,0.788235294117647,0.788235294117647,1
"grey80",0.8,0.8,0.8,1
"grey81",0.811764705882353,0.811764705882353,0.811764705882353,1
"grey82",0.819607843137255,0.819607843137255,0.819607843137255,1
"grey83",0.831372549019608,0.831372549019608,0.831372549019608,1
"grey84",0.83921568627451,0.83921568627451,0.83921568627451,1
"grey85",0.850980392156863,0.850980392156863,0.850980392156863,1
"grey86",0.858823529411765,0.858823529411765,0.858823529411765,1
"grey87",0.870588235294118,0.870588235294118,0.870588235294118,1
"grey88",0.87843137254902,0.87843137254902,0.87843137254902,1
"grey89",0.890196078431372,0.890196078431372,0.890196078431372,1
"grey90",0.898039215686275,0.898039215686275,0.898039215686275,1
"grey91",0.909803921568627,0.909803921568627,0.909803921568627,1
"grey92",0.92156862745098,0.92156862745098,0.92156862745098,1
"grey93",0.929411764705882,0.929411764705882,0.929411764705882,1
"grey94",0.941176470588235,0.941176470588235,0.941176470588235,1
"grey95",0.949019607843137,0.949019607843137,0.949019607843137,1
"grey96",0.96078431372549,0.96078431372549,0.96078431372549,1
"grey97",0.968627450980392,0.968627450980392,0.968627450980392,1
"grey98",0.980392156862745,0.980392156862745,0.980392156862745,1
"grey99",0.988235294117647,0.988235294117647,0.988235294117647,1
"grey100",1,1,1,1
"honeydew",0.941176470588235,1,0.941176470588235,1
"honeydew1",0.941176470588235,1,0.941176470588235,1
"honeydew2",0.87843137254902,0.933333333333333,0.87843137254902,1
"honeydew3",0.756862745098039,0.803921568627451,0.756862745098039,1
"honeydew4",0.513725490196078,0.545098039215686,0.513725490196078,1
"hotpink",1,0.411764705882353,0.705882352941177,1
"hotpink1",1,0.431372549019608,0.705882352941177,1
"hotpink2",0.933333333333333,0.415686274509804,0.654901960784314,1
"hotpink3",0.803921568627451,0.376470588235294,0.564705882352941,1
"hotpink4",0.545098039215686,0.227450980392157,0.384313725490196,1
"indianred",0.803921568627451,0.36078431372549,0.36078431372549,1
"indianred1",1,0.415686274509804,0.415686274509804,1
"indianred2",0.933333333333333,0.388235294117647,0.388235294117647,1
"indianred3",0.803921568627451,0.333333333333333,0.333333333333333,1
"indianred4",0.545098039215686,0.227450980392157,0.227450980392157,1
"ivory",1,1,0.941176470588235,1
"ivory1",1,1,0.941176470588235,1
"ivory2",0.933333333333333,0.933333333333333,0.87843137254902,1
"ivory3",0.803921568627451,0.803921568627451,0.756862745098039,1
"ivory4",0.545098039215686,0.545098039215686,0.513725490196078,1
"khaki",0.941176470588235,0.901960784313726,0.549019607843137,1
"khaki1",1,0.964705882352941,0.56078431372549,1
"khaki2",0.933333333333333,0.901960784313726,0.52156862745098,1
"khaki3",0.803921568627451,0.776470588235294,0.450980392156863,1
"khaki4",0.545098039215686,0.525490196078431,0.305882352941176,1
"lavender",0.901960784313726,0.901960784313726,0.980392156862745,1
"lavenderblush",1,0.941176470588235,0.96078431372549,1
"lavenderblush1",1,0.941176470588235,0.96078431372549,1
"lavenderblush2",0.933333333333333,0.87843137254902,0.898039215686275,1
"lavenderblush3",0.803921568627451,0.756862745098039,0.772549019607843,1
"lavenderblush4",0.545098039215686,0.513725490196078,0.525490196078431,1
"lawngreen",0.486274509803922,0.988235294117647,0,1
"lemonchiffon",1,0.980392156862745,0.803921568627451,1
"lemonchiffon1",1,0.980392156862745,0.803921568627451,1
"lemonchiffon2",0.933333333333333,0.913725490196078,0.749019607843137,1
"lemonchiffon3",0.803921568627451,0.788235294117647,0.647058823529412,1
"lemonchiffon4",0.545098039215686,0.537254901960784,0.43921568627451,1
"lightblue",0.67843137254902,0.847058823529412,0.901960784313726,1
"lightblue1",0.749019607843137,0.937254901960784,1,1
"lightblue2",0.698039215686274,0.874509803921569,0.933333333333333,1
"lightblue3",0.603921568627451,0.752941176470588,0.803921568627451,1
"lightblue4",0.407843137254902,0.513725490196078,0.545098039215686,1
"lightcoral",0.941176470588235,0.501960784313725,0.501960784313725,1
"lightcyan",0.87843137254902,1,1,1
"lightcyan1",0.87843137254902,1,1,1
"lightcyan2",0.819607843137255,0.933333333333333,0.933333333333333,1
"lightcyan3",0.705882352941177,0.803921568627451,0.803921568627451,1
"lightcyan4",0.47843137254902,0.545098039215686,0.545098039215686,1
"lightgoldenrod",0.933333333333333,0.866666666666667,0.509803921568627,1
"lightgoldenrod1",1,0.925490196078431,0.545098039215686,1
"lightgoldenrod2",0.933333333333333,0.862745098039216,0.509803921568627,1
"lightgoldenrod3",0.803921568627451,0.745098039215686,0.43921568627451,1
"lightgoldenrod4",0.545098039215686,0.505882352941176,0.298039215686275,1
"lightgoldenrodyellow",0.980392156862745,0.980392156862745,0.823529411764706,1
"lightgray",0.827450980392157,0.827450980392157,0.827450980392157,1
"lightgreen",0.564705882352941,0.933333333333333,0.564705882352941,1
"lightgrey",0.827450980392157,0.827450980392157,0.827450980392157,1
"lightpink",1,0.713725490196078,0.756862745098039,1
"lightpink1",1,0.682352941176471,0.725490196078431,1
"lightpink2",0.933333333333333,0.635294117647059,0.67843137254902,1
"lightpink3",0.803921568627451,0.549019607843137,0.584313725490196,1
"lightpink4",0.545098039215686,0.372549019607843,0.396078431372549,1
"lightsalmon",1,0.627450980392157,0.47843137254902,1
"lightsalmon1",1,0.627450980392157,0.47843137254902,1
"lightsalmon2",0.933333333333333,0.584313725490196,0.447058823529412,1
"lightsalmon3",0.803921568627451,0.505882352941176,0.384313725490196,1
"lightsalmon4",0.545098039215686,0.341176470588235,0.258823529411765,1
"lightseagreen",0.125490196078431,0.698039215686274,0.666666666666667,1
"lightskyblue",0.529411764705882,0.807843137254902,0.980392156862745,1
"lightskyblue1",0.690196078431373,0.886274509803922,1,1
"lightskyblue2",0.643137254901961,0.827450980392157,0.933333333333333,1
"lightskyblue3",0.552941176470588,0.713725490196078,0.803921568627451,1
"lightskyblue4",0.376470588235294,0.482352941176471,0.545098039215686,1
"lightslateblue",0.517647058823529,0.43921568627451,1,1
"lightslategray",0.466666666666667,0.533333333333333,0.6,1
"lightslategrey",0.466666666666667,0.533333333333333,0.6,1
"lightsteelblue",0.690196078431373,0.768627450980392,0.870588235294118,1
"lightsteelblue1",0.792156862745098,0.882352941176471,1,1
"lightsteelblue2",0.737254901960784,0.823529411764706,0.933333333333333,1
"lightsteelblue3",0.635294117647059,0.709803921568627,0.803921568627451,1
"lightsteelblue4",0.431372549019608,0.482352941176471,0.545098039215686,1
"lightyellow",1,1,0.87843137254902,1
"lightyellow1",1,1,0.87843137254902,1
"lightyellow2",0.933333333333333,0.933333333333333,0.819607843137255,1
"lightyellow3",0.803921568627451,0.803921568627451,0.705882352941177,1
"lightyellow4",0.545098039215686,0.545098039215686,0.47843137254902,1
"limegreen",0.196078431372549,0.803921568627451,0.196078431372549,1
"linen",0.980392156862745,0.941176470588235,0.901960784313726,1
"magenta",1,0,1,1
"magenta1",1,0,1,1
"magenta2",0.933333333333333,0,0.933333333333333,1
"magenta3",0.803921568627451,0,0.803921568627451,1
"magenta4",0.545098039215686,0,0.545098039215686,1
"maroon",0.690196078431373,0.188235294117647,0.376470588235294,1
"maroon1",1,0.203921568627451,0.701960784313725,1
"maroon2",0.933333333333333,0.188235294117647,0.654901960784314,1
"maroon3",0.803921568627451,0.16078431372549,0.564705882352941,1
"maroon4",0.545098039215686,0.109803921568627,0.384313725490196,1
"mediumaquamarine",0.4,0.803921568627451,0.666666666666667,1
"mediumblue",0,0,0.803921568627451,1
"mediumorchid",0.729411764705882,0.333333333333333,0.827450980392157,1
"mediumorchid1",0.87843137254902,0.4,1,1
"mediumorchid2",0.819607843137255,0.372549019607843,0.933333333333333,1
"mediumorchid3",0.705882352941177,0.32156862745098,0.803921568627451,1
"mediumorchid4",0.47843137254902,0.215686274509804,0.545098039215686,1
"mediumpurple",0.576470588235294,0.43921568627451,0.858823529411765,1
"mediumpurple1",0.670588235294118,0.509803921568627,1,1
"mediumpurple2",0.623529411764706,0.474509803921569,0.933333333333333,1
"mediumpurple3",0.537254901960784,0.407843137254902,0.803921568627451,1
"mediumpurple4",0.364705882352941,0.27843137254902,0.545098039215686,1
"mediumseagreen",0.235294117647059,0.701960784313725,0.443137254901961,1
"mediumslateblue",0.482352941176471,0.407843137254902,0.933333333333333,1
"mediumspringgreen",0,0.980392156862745,0.603921568627451,1
"mediumturquoise",0.282352941176471,0.819607843137255,0.8,1
"mediumvioletred",0.780392156862745,0.0823529411764706,0.52156862745098,1
"midnightblue",0.0980392156862745,0.0980392156862745,0.43921568627451,1
"mintcream",0.96078431372549,1,0.980392156862745,1
"mistyrose",1,0.894117647058824,0.882352941176471,1
"mistyrose1",1,0.894117647058824,0.882352941176471,1
"mistyrose2",0.933333333333333,0.835294117647059,0.823529411764706,1
"mistyrose3",0.803921568627451,0.717647058823529,0.709803921568627,1
"mistyrose4",0.545098039215686,0.490196078431373,0.482352941176471,1
"moccasin",1,0.894117647058824,0.709803921568627,1
"navajowhite",1,0.870588235294118,0.67843137254902,1
"navajowhite1",1,0.870588235294118,0.67843137254902,1
"navajowhite2",0.933333333333333,0.811764705882353,0.631372549019608,1
"navajowhite3",0.803921568627451,0.701960784313725,0.545098039215686,1
"navajowhite4",0.545098039215686,0.474509803921569,0.368627450980392,1
"navy",0,0,0.501960784313725,1
"navyblue",0,0,0.501960784313725,1
"oldlace",0.992156862745098,0.96078431372549,0.901960784313726,1
"olivedrab",0.419607843137255,0.556862745098039,0.137254901960784,1
"olivedrab1",0.752941176470588,1,0.243137254901961,1
"olivedrab2",0.701960784313725,0.933333333333333,0.227450980392157,1
"olivedrab3",0.603921568627451,0.803921568627451,0.196078431372549,1
"olivedrab4",0.411764705882353,0.545098039215686,0.133333333333333,1
"orange",1,0.647058823529412,0,1
"orange1",1,0.647058823529412,0,1
"orange2",0.933333333333333,0.603921568627451,0,1
"orange3",0.803921568627451,0.52156862745098,0,1
"orange4",0.545098039215686,0.352941176470588,0,1
"orangered",1,0.270588235294118,0,1
"orangered1",1,0.270588235294118,0,1
"orangered2",0.933333333333333,0.250980392156863,0,1
"orangered3",0.803921568627451,0.215686274509804,0,1
"orangered4",0.545098039215686,0.145098039215686,0,1
"orchid",0.854901960784314,0.43921568627451,0.83921568627451,1
"orchid1",1,0.513725490196078,0.980392156862745,1
"orchid2",0.933333333333333,0.47843137254902,0.913725490196078,1
"orchid3",0.803921568627451,0.411764705882353,0.788235294117647,1
"orchid4",0.545098039215686,0.27843137254902,0.537254901960784,1
"palegoldenrod",0.933333333333333,0.909803921568627,0.666666666666667,1
"palegreen",0.596078431372549,0.984313725490196,0.596078431372549,1
"palegreen1",0.603921568627451,1,0.603921568627451,1
"palegreen2",0.564705882352941,0.933333333333333,0.564705882352941,1
"palegreen3",0.486274509803922,0.803921568627451,0.486274509803922,1
"palegreen4",0.329411764705882,0.545098039215686,0.329411764705882,1
"paleturquoise",0.686274509803922,0.933333333333333,0.933333333333333,1
"paleturquoise1",0.733333333333333,1,1,1
"paleturquoise2",0.682352941176471,0.933333333333333,0.933333333333333,1
"paleturquoise3",0.588235294117647,0.803921568627451,0.803921568627451,1
"paleturquoise4",0.4,0.545098039215686,0.545098039215686,1
"palevioletred",0.858823529411765,0.43921568627451,0.576470588235294,1
"palevioletred1",1,0.509803921568627,0.670588235294118,1
"palevioletred2",0.933333333333333,0.474509803921569,0.623529411764706,1
"palevioletred3",0.803921568627451,0.407843137254902,0.537254901960784,1
"palevioletred4",0.545098039215686,0.27843137254902,0.364705882352941,1
"papayawhip",1,0.937254901960784,0.835294117647059,1
"peachpuff",1,0.854901960784314,0.725490196078431,1
"peachpuff1",1,0.854901960784314,0.725490196078431,1
"peachpuff2",0.933333333333333,0.796078431372549,0.67843137254902,1
"peachpuff3",0.803921568627451,0.686274509803922,0.584313725490196,1
"peachpuff4",0.545098039215686,0.466666666666667,0.396078431372549,1
"peru",0.803921568627451,0.52156862745098,0.247058823529412,1
"pink",1,0.752941176470588,0.796078431372549,1
"pink1",1,0.709803921568627,0.772549019607843,1
"pink2",0.933333333333333,0.662745098039216,0.72156862745098,1
"pink3",0.803921568627451,0.568627450980392,0.619607843137255,1
"pink4",0.545098039215686,0.388235294117647,0.423529411764706,1
"plum",0.866666666666667,0.627450980392157,0.866666666666667,1
"plum1",1,0.733333333333333,1,1
"plum2",0.933333333333333,0.682352941176471,0.933333333333333,1
"plum3",0.803921568627451,0.588235294117647,0.803921568627451,1
"plum4",0.545098039215686,0.4,0.545098039215686,1
"powderblue",0.690196078431373,0.87843137254902,0.901960784313726,1
"purple",0.627450980392157,0.125490196078431,0.941176470588235,1
"purple1",0.607843137254902,0.188235294117647,1,1
"purple2",0.568627450980392,0.172549019607843,0.933333333333333,1
"purple3",0.490196078431373,0.149019607843137,0.803921568627451,1
"purple4",0.333333333333333,0.101960784313725,0.545098039215686,1
"red",1,0,0,1
"red1",1,0,0,1
"red2",0.933333333333333,0,0,1
"red3",0.803921568627451,0,0,1
"red4",0.545098039215686,0,0,1
"rosybrown",0.737254901960784,0.56078431372549,0.56078431372549,1
"rosybrown1",1,0.756862745098039,0.756862745098039,1
"rosybrown2",0.933333333333333,0.705882352941177,0.705882352941177,1
"rosybrown3",0.803921568627451,0.607843137254902,0.607843137254902,1
"rosybrown4",0.545098039215686,0.411764705882353,0.411764705882353,1
"royalblue",0.254901960784314,0.411764705882353,0.882352941176471,1
"royalblue1",0.282352941176471,0.462745098039216,1,1
"royalblue2",0.262745098039216,0.431372549019608,0.933333333333333,1
"royalblue3",0.227450980392157,0.372549019607843,0.803921568627451,1
"royalblue4",0.152941176470588,0.250980392156863,0.545098039215686,1
"saddlebrown",0.545098039215686,0.270588235294118,0.0745098039215686,1
"salmon",0.980392156862745,0.501960784313725,0.447058823529412,1
"salmon1",1,0.549019607843137,0.411764705882353,1
"salmon2",0.933333333333333,0.509803921568627,0.384313725490196,1
"salmon3",0.803921568627451,0.43921568627451,0.329411764705882,1
"salmon4",0.545098039215686,0.298039215686275,0.223529411764706,1
"sandybrown",0.956862745098039,0.643137254901961,0.376470588235294,1
"seagreen",0.180392156862745,0.545098039215686,0.341176470588235,1
"seagreen1",0.329411764705882,1,0.623529411764706,1
"seagreen2",0.305882352941176,0.933333333333333,0.580392156862745,1
"seagreen3",0.262745098039216,0.803921568627451,0.501960784313725,1
"seagreen4",0.180392156862745,0.545098039215686,0.341176470588235,1
"seashell",1,0.96078431372549,0.933333333333333,1
"seashell1",1,0.96078431372549,0.933333333333333,1
"seashell2",0.933333333333333,0.898039215686275,0.870588235294118,1
"seashell3",0.803921568627451,0.772549019607843,0.749019607843137,1
"seashell4",0.545098039215686,0.525490196078431,0.509803921568627,1
"sienna",0.627450980392157,0.32156862745098,0.176470588235294,1
"sienna1",1,0.509803921568627,0.27843137254902,1
"sienna2",0.933333333333333,0.474509803921569,0.258823529411765,1
"sienna3",0.803921568627451,0.407843137254902,0.223529411764706,1
"sienna4",0.545098039215686,0.27843137254902,0.149019607843137,1
"skyblue",0.529411764705882,0.807843137254902,0.92156862745098,1
"skyblue1",0.529411764705882,0.807843137254902,1,1
"skyblue2",0.494117647058824,0.752941176470588,0.933333333333333,1
"skyblue3",0.423529411764706,0.650980392156863,0.803921568627451,1
"skyblue4",0.290196078431373,0.43921568627451,0.545098039215686,1
"slateblue",0.415686274509804,0.352941176470588,0.803921568627451,1
"slateblue1",0.513725490196078,0.435294117647059,1,1
"slateblue2",0.47843137254902,0.403921568627451,0.933333333333333,1
"slateblue3",0.411764705882353,0.349019607843137,0.803921568627451,1
"slateblue4",0.27843137254902,0.235294117647059,0.545098039215686,1
"slategray",0.43921568627451,0.501960784313725,0.564705882352941,1
"slategray1",0.776470588235294,0.886274509803922,1,1
"slategray2",0.725490196078431,0.827450980392157,0.933333333333333,1
"slategray3",0.623529411764706,0.713725490196078,0.803921568627451,1
"slategray4",0.423529411764706,0.482352941176471,0.545098039215686,1
"slategrey",0.43921568627451,0.501960784313725,0.564705882352941,1
"snow",1,0.980392156862745,0.980392156862745,1
"snow1",1,0.980392156862745,0.980392156862745,1
"snow2",0.933333333333333,0.913725490196078,0.913725490196078,1
"snow3",0.803921568627451,0.788235294117647,0.788235294117647,1
"snow4",0.545098039215686,0.537254901960784,0.537254901960784,1
"springgreen",0,1,0.498039215686275,1
"springgreen1",0,1,0.498039215686275,1
"springgreen2",0,0.933333333333333,0.462745098039216,1
"springgreen3",0,0.803921568627451,0.4,1
"springgreen4",0,0.545098039215686,0.270588235294118,1
"steelblue",0.274509803921569,0.509803921568627,0.705882352941177,1
"steelblue1",0.388235294117647,0.72156862745098,1,1
"steelblue2",0.36078431372549,0.674509803921569,0.933333333333333,1
"steelblue3",0.309803921568627,0.580392156862745,0.803921568627451,1
"steelblue4",0.211764705882353,0.392156862745098,0.545098039215686,1
"tan",0.823529411764706,0.705882352941177,0.549019607843137,1
"tan1",1,0.647058823529412,0.309803921568627,1
"tan2",0.933333333333333,0.603921568627451,0.286274509803922,1
"tan3",0.803921568627451,0.52156862745098,0.247058823529412,1
"tan4",0.545098039215686,0.352941176470588,0.168627450980392,1
"thistle",0.847058823529412,0.749019607843137,0.847058823529412,1
"thistle1",1,0.882352941176471,1,1
"thistle2",0.933333333333333,0.823529411764706,0.933333333333333,1
"thistle3",0.803921568627451,0.709803921568627,0.803921568627451,1
"thistle4",0.545098039215686,0.482352941176471,0.545098039215686,1
"tomato",1,0.388235294117647,0.27843137254902,1
"tomato1",1,0.388235294117647,0.27843137254902,1
"tomato2",0.933333333333333,0.36078431372549,0.258823529411765,1
"tomato3",0.803921568627451,0.309803921568627,0.223529411764706,1
"tomato4",0.545098039215686,0.211764705882353,0.149019607843137,1
"turquoise",0.250980392156863,0.87843137254902,0.815686274509804,1
"turquoise1",0,0.96078431372549,1,1
"turquoise2",0,0.898039215686275,0.933333333333333,1
"turquoise3",0,0.772549019607843,0.803921568627451,1
"turquoise4",0,0.525490196078431,0.545098039215686,1
"violet",0.933333333333333,0.509803921568627,0.933333333333333,1
"violetred",0.815686274509804,0.125490196078431,0.564705882352941,1
"violetred1",1,0.243137254901961,0.588235294117647,1
"violetred2",0.933333333333333,0.227450980392157,0.549019607843137,1
"violetred3",0.803921568627451,0.196078431372549,0.470588235294118,1
"violetred4",0.545098039215686,0.133333333333333,0.32156862745098,1
"wheat",0.96078431372549,0.870588235294118,0.701960784313725,1
"wheat1",1,0.905882352941176,0.729411764705882,1
"wheat2",0.933333333333333,0.847058823529412,0.682352941176471,1
"wheat3",0.803921568627451,0.729411764705882,0.588235294117647,1
"wheat4",0.545098039215686,0.494117647058824,0.4,1
"whitesmoke",0.96078431372549,0.96078431372549,0.96078431372549,1
"yellow",1,1,0,1
"yellow1",1,1,0,1
"yellow2",0.933333333333333,0.933333333333333,0,1
"yellow3",0.803921568627451,0.803921568627451,0,1
"yellow4",0.545098039215686,0.545098039215686,0,1
"yellowgreen",0.603921568627451,0.803921568627451,0.196078431372549,1
